Date,Average Voltage (V),sensor 1,sensor 2,sensor 3,sensor 4,sensor 5,sensor 6,sensor 7,sensor 8,sensor 9,sensor 10,sensor 11,sensor 12,sensor 13,sensor 14,sensor 15,sensor 16,sensor 17,sensor 18,sensor 19,sensor 20,sensor 21,sensor 22,sensor 23,sensor 24,sensor 25,sensor 26,sensor 27,sensor 28,sensor 29,sensor 30,sensor 31,sensor 32,sensor 33,sensor 34,sensor 35,sensor 36,sensor 37,sensor 38,sensor 39,sensor 40,sensor 41,sensor 42,sensor 43,sensor 44,sensor 45,sensor 46,sensor 47,sensor 48,sensor 49,sensor 50,sensor 51,sensor 52,sensor 53,sensor 54,sensor 55,sensor 56,sensor 57,sensor 58,sensor 59,sensor 60,sensor 61,sensor 62,sensor 63,sensor 64,sensor 65,sensor 66,sensor 67,sensor 68,sensor 69,sensor 70,sensor 71,sensor 72,sensor 73,sensor 74,sensor 75,sensor 76,sensor 77,sensor 78,sensor 79,sensor 80,sensor 81,sensor 82,sensor 83,sensor 84,sensor 85,sensor 86,sensor 87,sensor 88,sensor 89,sensor 90,sensor 91,sensor 92
2025-04-15,123.44896,126.86492,123.57204,123.87766,125.67733,126.22202,125.77903,122.62200,121.05467,127.00116,124.43596,123.86413,124.94453,121.86535,123.52241,126.95588,128.48731,122.60527,124.73235,126.14567,124.91381,125.85207,124.86122,123.65529,125.37044,125.07979,124.11877,124.69335,123.99649,124.64691,122.88178,123.77373,119.56912,121.74404,122.80272,124.09370,122.72687,121.15205,122.15817,122.71825,125.30330,124.80701,122.42691,123.69862,123.77358,122.35006,123.25351,122.26276,121.26952,121.60461,122.89147,124.04468,122.68773,122.91895,123.79750,123.01101,122.28837,123.18802,121.88657,123.49929,123.22127,122.51965,122.82007,125.14361,120.02290,122.64612,121.63210,123.35432,122.22756,123.58878,122.14608,122.91929,122.56822,125.26908,122.91941,128.58714,124.30167,120.95623,122.14696,122.85789,121.88905,122.16527,122.12778,122.75188,120.90468,123.50955,122.96753,122.44358,123.52646,124.69926,121.80242,121.30512,123.36448
2025-04-16,123.34483,126.69846,123.47534,123.73952,125.54935,126.11821,125.64040,122.57230,121.00644,126.87495,124.32057,123.74338,124.81478,121.76330,123.41571,126.88439,128.39816,122.58152,124.59307,126.02824,124.77953,125.70301,124.74774,123.52830,125.27437,124.92807,123.99882,124.57037,123.84806,124.54699,122.78723,123.66063,119.47556,121.63833,122.66935,123.99713,122.65580,121.05203,122.07259,122.61786,125.26986,124.72002,122.35981,123.62119,123.66320,122.26558,123.14552,122.16177,121.18040,121.52167,122.79605,123.95717,122.58402,122.81773,123.68038,122.95456,122.20020,123.10459,121.79758,123.45052,123.06335,122.38444,122.74717,125.04631,119.86653,122.49267,121.48404,123.21281,122.11289,123.59943,121.97424,122.83326,122.42134,125.21509,122.89072,128.54709,124.19288,120.84668,122.01912,122.76051,121.80046,122.05243,122.00022,122.66587,120.85017,123.45657,122.82270,122.38214,123.38426,124.59801,121.55428,121.09758,123.32335
2025-04-17,123.40742,126.72559,123.56920,123.76945,125.61449,126.19450,125.68200,122.67665,121.11533,126.94733,124.37273,123.81672,124.87262,121.81818,123.49103,127.00069,128.45484,122.66568,124.64412,126.09150,124.83289,125.75414,124.83108,123.58217,125.35947,124.96954,123.98843,124.61387,123.89402,124.63257,122.85637,123.72927,119.54741,121.69775,122.71067,124.08331,122.75143,121.12998,122.16146,122.70447,125.41686,124.80114,122.45254,123.65368,123.75122,122.36289,123.22343,122.22856,121.25893,121.62320,122.87353,124.03897,122.63844,122.87830,123.72555,123.08820,122.28961,123.18045,121.89078,123.59050,123.04880,122.34299,122.84610,125.09397,119.83739,122.47268,121.45295,123.19654,122.17123,123.83018,121.94831,122.85415,122.37533,125.31101,123.07032,128.76035,124.28278,120.91661,122.00787,122.79169,121.83682,122.06180,122.00448,122.72659,121.01731,123.59793,122.79650,122.47801,123.35980,124.69492,121.53202,121.11257,123.32854
2025-04-18,123.56992,126.95021,123.81048,123.97053,125.85095,126.42941,125.88454,122.77469,121.24010,127.21230,124.55827,124.03502,125.12984,122.00512,123.68218,127.25089,128.63636,122.72692,124.90415,126.30664,125.09461,126.00489,125.04010,123.80255,125.58586,125.20260,123.79232,124.83256,124.17670,124.84804,123.06551,123.92764,119.72090,121.89885,122.89472,124.29633,122.94581,121.33979,122.35797,122.89612,125.62119,124.99237,122.64485,123.79860,123.97771,122.54910,123.41388,122.41154,121.41868,121.83396,123.08996,124.21997,122.78038,123.10784,123.88336,123.27142,122.46636,123.33940,122.06707,123.70332,123.13553,122.35783,122.93720,125.20124,119.93498,122.54658,121.53206,123.29599,122.28920,123.96480,122.03659,122.85731,122.41756,125.39184,123.20758,128.96134,124.53274,121.08356,122.10101,122.90699,121.82451,122.11272,122.07054,122.86275,121.16001,123.70727,122.88662,122.63241,123.47001,124.91266,121.75693,121.32229,123.34802
2025-04-19,123.29021,126.67882,123.54081,123.72002,125.56794,126.17381,125.66735,122.63293,121.04342,126.95333,124.34962,123.77429,124.85398,121.78034,123.45037,126.95343,128.40340,122.58337,124.63510,126.06266,124.77310,125.71242,124.78623,123.54660,125.34275,124.95568,124.05801,124.57685,123.85876,124.57083,122.83234,123.71697,119.52007,121.68526,122.67243,124.10387,122.73519,121.12338,122.13027,122.68451,125.43087,124.78665,122.43829,123.58424,123.75522,122.34406,123.15619,122.17421,121.23328,121.61046,122.87369,124.03615,122.61558,122.84074,123.68427,123.08098,122.31364,123.15823,121.88376,123.39599,122.72391,121.89601,122.54858,124.79947,119.47002,122.08449,121.06665,122.84266,121.88488,123.73244,121.62124,122.52500,121.87816,125.07399,122.96287,128.85789,124.27818,120.67459,121.62865,122.47441,121.46802,121.74672,121.61424,122.41029,120.84860,123.39774,122.46570,122.22433,123.03563,124.71412,121.31168,120.91175,122.92248
2025-04-20,123.26642,126.73258,123.56674,123.75470,125.61446,126.22156,125.69820,122.55883,120.98542,127.01226,124.36110,123.81420,124.91928,121.76997,123.44016,126.99500,128.42122,122.50234,124.69600,126.08359,124.85758,125.78857,124.81745,123.56899,125.36274,124.97442,123.63798,124.60294,123.92062,124.59639,122.82402,123.70718,119.50652,121.67645,122.65202,124.10738,122.71723,121.12020,122.12173,122.66353,125.42276,124.76645,122.42657,123.56542,123.73287,122.34253,123.14256,122.15044,121.20185,121.60692,122.86353,124.00730,122.57362,122.85954,123.65240,123.04290,122.27056,123.12919,121.84728,123.31555,122.65572,121.85105,122.48689,124.74589,119.42355,122.01810,121.00410,122.79579,121.83513,123.66561,121.56037,122.35257,121.76438,124.97672,122.91827,128.81921,124.30748,120.67105,121.58331,122.40037,121.33333,121.63187,121.50366,122.33094,120.79238,123.33967,122.41489,122.17301,122.99214,124.70193,121.36919,120.93312,122.86615
2025-04-21,123.11807,126.67471,123.48480,123.72097,125.51175,125.90074,125.51144,122.61663,121.04700,126.65325,124.15386,123.69946,124.80961,121.72630,123.30157,126.67681,128.30311,122.46138,124.52317,125.73721,124.78330,125.59106,124.52255,123.46318,125.07016,124.71148,122.80695,124.37353,123.82858,124.34516,122.66500,123.55379,119.41177,121.55205,122.48273,123.96943,122.62438,121.00007,122.02739,122.56475,125.08425,124.58899,122.36185,123.50467,123.60414,122.24363,122.93941,122.04462,121.09864,121.47786,122.65390,123.93849,122.44733,122.74124,123.57763,122.79155,122.13610,123.05095,121.79041,123.10748,122.51878,121.75472,122.34441,124.49762,119.37920,121.87445,120.91263,122.61329,121.69817,123.49449,121.46421,122.15657,121.62077,124.77600,122.73188,128.40521,124.16192,120.60360,121.46886,122.19555,121.19609,121.48527,121.32286,122.15189,120.60208,123.14462,122.29583,121.99207,122.89081,124.62151,121.34018,120.89218,123.19738
2025-04-22,123.24083,126.77527,123.62585,123.84250,125.64407,125.97723,125.60935,122.78417,121.21740,126.71815,124.26198,123.79217,124.99407,121.90712,123.42990,126.73284,128.41529,122.57778,124.61384,125.79073,124.93623,125.69670,124.60696,123.59152,125.15291,124.77660,122.67651,124.37883,123.96827,124.43411,122.83530,123.70791,119.56234,121.71046,122.62033,124.13781,122.79987,121.13677,122.21001,122.74515,125.14734,124.78339,122.54845,123.69890,123.74850,122.40400,122.99159,122.18516,121.24785,121.61591,122.81666,124.15596,122.57503,122.92215,123.75199,122.94713,122.30291,123.22133,121.97263,123.16877,122.62411,121.87957,122.38498,124.55083,119.53349,121.96726,121.05442,122.69009,121.78044,123.56111,121.62155,122.31488,121.79472,124.82479,122.80105,128.49734,124.33297,120.74420,121.57901,122.25621,121.30221,121.56165,121.42385,122.23966,120.63113,123.17523,122.41168,122.06118,122.98901,124.79634,121.55227,121.03625,123.59459
2025-04-23,123.22713,126.72862,123.60176,123.81046,125.62725,126.01102,125.63096,122.74498,121.16452,126.76595,124.29140,123.78204,125.01687,121.89652,123.44970,126.73745,128.42655,122.56555,124.62585,125.83602,124.91736,125.71987,124.65603,123.58467,125.19384,124.80844,122.96082,124.36100,123.97675,124.45459,122.85406,123.74202,119.56959,121.71179,122.66868,124.18007,122.83024,121.15319,122.20255,122.76651,125.27604,124.81919,122.54688,123.69381,123.75020,122.41097,122.96251,122.18604,121.27195,121.62613,122.85009,124.18768,122.58174,122.89533,123.76338,122.97817,122.35211,123.25974,121.98201,123.12184,122.53714,121.79145,122.26246,124.52471,119.41478,121.87034,120.98030,122.60640,121.65777,123.53896,121.53579,122.26452,121.73519,124.75100,122.76242,128.65015,124.34894,120.61347,121.51270,122.20953,121.23311,121.48049,121.35229,122.15211,120.56647,123.11761,122.34097,121.97321,122.88035,124.84699,121.48793,120.94722,123.40923
2025-04-24,123.16792,126.55382,123.53318,123.69957,125.51962,125.90511,125.52283,122.72279,121.11121,126.63986,124.21833,123.69738,124.90412,121.84423,123.40701,126.63254,128.36439,122.57382,124.51523,125.75328,124.75261,125.59896,124.56846,123.49282,125.10299,124.69547,123.08800,124.23789,123.87305,124.36855,122.81567,123.69797,119.54170,121.65805,122.63176,124.14329,122.79623,121.11367,122.15490,122.74467,125.27312,124.79913,122.51556,123.66191,123.70975,122.37164,122.90483,122.14227,121.25700,121.58436,122.81645,124.16359,122.55910,122.81939,123.71832,122.96020,122.34873,123.22549,121.95871,123.07682,122.46134,121.73214,122.20534,124.48935,119.35065,121.80761,120.91283,122.48792,121.59424,123.53479,121.44699,122.17683,121.61964,124.70683,122.74527,128.72103,124.27269,120.51756,121.44995,122.16599,121.20717,121.44748,121.25538,122.06916,120.54726,123.09686,122.28600,121.92692,122.80677,124.80878,121.40182,120.86441,123.26162
2025-04-25,123.21846,126.67333,123.61600,123.79168,125.63431,126.02008,125.60820,122.70603,121.11449,126.79311,124.29269,123.79531,125.03335,121.89203,123.46568,126.75410,128.45667,122.55467,124.63815,125.84868,124.90645,125.74010,124.66432,123.58979,125.19403,124.82373,123.30351,124.34966,124.01242,124.48516,122.88281,123.75990,119.60807,121.72422,122.68825,124.21632,122.85073,121.17659,122.21410,122.80396,125.29585,124.77474,122.54319,123.72112,123.78060,122.42966,122.95202,122.19870,121.30362,121.65091,122.87339,124.20912,122.58581,122.89964,123.76112,123.01722,122.37606,123.21182,121.99471,123.07309,122.46948,121.75245,122.21950,124.51363,119.38801,121.82457,120.91127,122.51360,121.60803,123.53181,121.44047,122.04743,121.55049,124.66833,122.76808,128.79600,124.36121,120.59408,121.47400,122.16890,121.19400,121.41419,121.23031,122.07413,120.55733,123.11231,122.28639,121.96202,122.82548,124.88719,121.48528,120.91897,123.20956
2025-04-26,123.05313,126.47148,123.43641,123.61086,125.44598,125.85044,125.44957,122.58250,120.98444,126.61636,124.14454,123.61869,124.85264,121.74454,123.33420,126.57523,128.30611,122.46504,124.46196,125.69006,124.70154,125.55651,124.50634,123.41527,125.03414,124.63534,123.26390,124.17108,123.77564,124.32724,122.73881,123.61899,119.48072,121.58031,122.55279,124.06913,122.71313,121.01746,122.07211,122.66819,125.17442,124.66121,122.41225,123.56856,123.64636,122.28452,122.81079,122.05001,121.17588,121.50806,122.72653,124.07063,122.46901,122.72870,123.62781,122.90031,122.27745,123.08679,121.86749,122.90433,122.24933,121.54222,122.01011,124.30442,119.15060,121.59524,120.68648,122.28244,121.38328,123.38310,121.22984,121.96677,121.39431,124.50634,122.60665,128.75073,124.18418,120.36927,121.26304,121.97198,121.04243,121.23983,121.06840,121.86726,120.39488,122.94664,122.07087,121.76014,122.59501,124.74603,121.23846,120.68264,122.91884
2025-04-27,123.23475,126.74316,123.64983,123.82610,125.71737,126.12931,125.66434,122.60135,121.06052,126.79536,124.37504,123.84612,125.13295,121.90958,123.49707,126.85382,128.51055,122.46874,124.73268,125.91971,125.03295,125.89132,124.74744,123.61795,125.28353,124.92635,123.54271,124.46821,124.10445,124.57993,122.91967,123.78822,119.62735,121.74650,122.70609,124.25655,122.85684,121.18177,122.24730,122.81906,125.33626,124.81298,122.57770,123.71002,123.81686,122.43674,122.94679,122.19987,121.29034,121.68370,122.88608,124.20370,122.58542,122.96260,123.76008,123.05225,122.39914,123.25397,121.98921,123.04081,122.42314,121.71513,122.17895,124.49782,119.33731,121.76853,120.86447,122.48954,121.56301,123.49521,121.41605,122.01696,121.54770,124.64003,122.72886,128.90244,124.43458,120.60118,121.43414,122.15334,121.17583,121.35703,121.21741,122.04667,120.52009,123.09211,122.23206,121.93590,122.78365,124.90140,121.46362,120.91259,123.02576
2025-04-28,123.30079,126.84188,123.73101,123.92347,125.83069,126.24555,125.75138,122.60900,121.06456,126.97995,124.45002,123.93520,125.24453,121.97322,123.56013,126.96137,128.60717,122.46611,124.84054,126.01196,125.16761,126.04279,124.84032,123.69495,125.37919,125.03573,123.69154,124.59520,124.21309,124.68470,122.98456,123.85316,119.67831,121.79781,122.76384,124.32667,122.91412,121.23944,122.31375,122.88920,125.42576,124.87689,122.64299,123.76384,123.88400,122.50250,122.99653,122.25596,121.33741,121.75331,122.94400,124.26158,122.64618,123.05310,123.80801,123.10107,122.45206,123.34695,122.03641,123.04669,122.45862,121.75366,122.21957,124.55501,119.37116,121.80562,120.90284,122.54464,121.60048,123.54014,121.47581,122.06687,121.61143,124.69378,122.76482,128.97585,124.52649,120.66114,121.47920,122.20385,121.21876,121.39368,121.26142,122.10122,120.56053,123.13733,122.25972,121.98618,122.82539,124.98450,121.49930,120.97992,122.98301
2025-04-29,123.18733,126.67725,123.60777,123.79772,125.68276,126.13401,125.63141,122.55744,120.99323,126.88211,124.32069,123.80571,125.10561,121.88304,123.46855,126.82016,128.49087,122.43484,124.70670,125.89200,125.00744,125.89548,124.72103,123.57090,125.24914,124.88627,123.64963,124.45970,124.04695,124.55408,122.89006,123.76663,119.58038,121.69457,122.68814,124.22299,122.82579,121.14797,122.22278,122.80388,125.38127,124.78355,122.55512,123.66197,123.78470,122.41653,122.89610,122.15815,121.25444,121.66428,122.84808,124.17844,122.57367,122.94616,123.71869,123.00719,122.39928,123.25989,121.96619,122.94596,122.30630,121.61810,122.06988,124.44145,119.22405,121.65441,120.76018,122.40646,121.45077,123.45424,121.33042,121.98269,121.48685,124.57867,122.66549,128.92976,124.39215,120.50027,121.34412,122.07823,121.11385,121.27912,121.14195,121.97066,120.45458,123.02903,122.12080,121.84933,122.67114,124.89517,121.35085,120.80850,122.71345
2025-04-30,123.10754,126.55410,123.51634,123.70330,125.57103,126.04885,125.55086,122.53190,120.95301,126.78653,124.24148,123.71373,124.99624,121.81271,123.41015,126.70772,128.41935,122.42731,124.60785,125.80944,124.87591,125.78177,124.63869,123.48205,125.15992,124.77562,123.63924,124.36071,123.93195,124.46472,122.82339,123.70936,119.52303,121.62467,122.63724,124.16185,122.77398,121.07864,122.16070,122.74887,125.34208,124.73182,122.49769,123.59670,123.70697,122.36062,122.83519,122.09538,121.21536,121.59549,122.78376,124.13349,122.52966,122.87114,123.65813,122.95010,122.36888,123.20763,121.92341,122.87501,122.18986,121.51104,121.95232,124.33993,119.09195,121.53533,120.64891,122.28389,121.33003,123.41516,121.14962,122.21026,121.35016,124.49469,122.59453,128.92775,124.30011,120.35943,121.24598,121.97737,121.03724,121.19409,121.05178,121.86457,120.37198,122.94931,122.01554,121.74169,122.54424,124.85496,121.21745,120.66661,122.47815
